"OBJECTID","POLY_ID","LAND_AREA","WATER_AREA","FRESH_AREA","OCEAN_AREA","TOTAL_AREA"
2715,258010,32324,15357,15357,0,47681
2716,258011,21798,11320,11320,0,33118
2717,258012,54456,28537,28537,0,82993
2718,258013,12021,3633,3633,0,15654
2719,258014,44012,23467,23467,0,67479
2720,259001,993964,233641,233641,0,1227605
2721,259002,176753,16986,16986,0,193739
2722,259003,82130,1286,1286,0,83416
2723,259004,85061,6441,6441,0,91502
2724,260001,53575,12098,12098,0,65673
2725,260002,1409,7452,7452,0,8861
2726,260003,30006,5293,5293,0,35299
2727,260004,244134,31699,31699,0,275833
2728,260005,873420,166408,166408,0,1039828
2729,260006,251282,31879,31879,0,283161
2730,261001,41243,10417,10417,0,51660
2731,261002,744,7378,7378,0,8122
2732,261003,156405,115632,115632,0,272037
2733,261004,2065,7780,7780,0,9845
2734,261005,77672,409556,409556,0,487228
2735,261006,135495,94256,94256,0,229751
2736,261007,2833,15678,15678,0,18511
2737,261008,116001,170523,170523,0,286524
2738,261009,188368,201746,201746,0,390114
2739,261010,5674,8917,8917,0,14591
2740,261011,12366,22814,22814,0,35180
2741,261012,1070,1626,1626,0,2696
2742,261013,4458,9180,9180,0,13638
2743,261014,10231,16183,16183,0,26414
2744,261015,22010,27814,27814,0,49824
2745,261016,4156,12713,12713,0,16869
2746,261017,25538,27865,27865,0,53403
2747,261018,8331,20143,20143,0,28474
2748,261019,947,1897,1897,0,2844
2749,261020,7450,19415,19415,0,26865
2750,261021,313,1698,1698,0,2011
2751,261022,3878,4939,4939,0,8817
2752,261023,11806,6807,6807,0,18613
2753,261024,17861,25247,25247,0,43108
2754,261025,2995,6888,6888,0,9883
2755,261026,1974,16093,16093,0,18067
2756,262001,80753,5411,5411,0,86164
2757,262002,60138,3769,3769,0,63907
2758,262003,53173,6794,6794,0,59967
2759,262004,1598949,211984,211984,0,1810933
2760,262005,49935,9473,9473,0,59408
2761,262006,173379,4995,4995,0,178374
2762,263001,2387270,328373,328373,0,2715643
2763,263002,6945,959,959,0,7904
2764,263003,5407,824,824,0,6231
2765,263004,48291,8299,8299,0,56590
2766,263005,7909,1379,1379,0,9288
2767,263006,64961,4694,4694,0,69655
2768,263007,15881,429,429,0,16310
2769,263008,751088,82037,82037,0,833125
2770,263009,50861,1510,1510,0,52371
2771,263010,22867,2749,2749,0,25616
2772,263011,40556,2052,2052,0,42608
2773,263012,54185,11320,11320,0,65505
2774,263013,25541,5010,5010,0,30551
2775,263014,398883,183574,183574,0,582457
2776,263015,10911,8217,8217,0,19128
2777,263016,20768,7664,7664,0,28432
2778,263017,4034,2715,2715,0,6749
2779,263018,1021,1538,1538,0,2559
2780,263019,12056,12870,12870,0,24926
2781,263020,18908,23979,23979,0,42887
2782,263021,133113,15575,15575,0,148688
2783,263022,17231,5866,5866,0,23097
2784,263023,16159,96961,96961,0,113120
2785,263024,34920,41910,41910,0,76830
2786,263025,116834,31717,31717,0,148551
2787,263026,22087,5159,5159,0,27246
2788,263027,25002,1987,1987,0,26989
2789,263028,45004,6269,6269,0,51273
2790,263029,25014,2467,2467,0,27481
2791,263030,164456,21937,21937,0,186393
2792,263031,67010,12671,12671,0,79681
2793,263032,17060,3198,3198,0,20258
2794,263033,10985,4732,4732,0,15717
2795,263034,51859,19854,19854,0,71713
2796,263035,54535,7523,7523,0,62058
2797,263036,5124,1244,1244,0,6368
2798,263037,91942,19915,19915,0,111857
2799,263038,3219,2105,2105,0,5324
2800,263039,16361,1416,1416,0,17777
2801,263040,21140,1967,1967,0,23107
2802,264001,58794,3261,3261,0,62055
2803,264002,250436,15306,15306,0,265742
2804,264003,187589,8426,8426,0,196015
2805,264004,55823,3384,3384,0,59207
2806,264005,10644,352,352,0,10996
2807,264006,12064,0,0,0,12064
2808,264007,149180,18645,18645,0,167825
2809,264008,8395,211,211,0,8606
2810,264009,78949,5762,5762,0,84711
2811,264010,7984,0,0,0,7984
2812,265001,1469721,257844,257844,0,1727565
2813,265002,5370,537,537,0,5907
2814,265003,4301,283,283,0,4584
2815,265004,9137,332,332,0,9469
2816,265005,23106,2846,2846,0,25952
2817,265006,98839,31767,31767,0,130606
2818,265007,119571,29436,29436,0,149007
2819,265008,158487,78607,78607,0,237094
2820,265009,627498,160535,160535,0,788033
2821,265010,132866,43785,43785,0,176651
2822,265011,10369,401,401,0,10770
2823,265012,42229,27959,27959,0,70188
2824,265013,308,5141,5141,0,5449
2825,265014,1003894,218988,218988,0,1222882
2826,265015,43663,10776,10776,0,54439
2827,265016,47904,21169,21169,0,69073
2828,265017,9346,8923,8923,0,18269
2829,265018,80502,31375,31375,0,111877
2830,265019,387836,64573,64573,0,452409
2831,265020,5982,17627,17627,0,23609
2832,265021,459,450,450,0,909
2833,265022,417944,84558,84558,0,502502
2834,266001,130143,11281,11281,0,141424
2835,266002,71126,1305,1305,0,72431
2836,266003,78695,10507,10507,0,89202
2837,266004,219086,11211,11211,0,230297
2838,266005,55859,3788,3788,0,59647
2839,266006,70688,5958,5958,0,76646
2840,267001,556722,74215,74215,0,630937
2841,267002,61919,17419,17419,0,79338
2842,267003,145273,20953,20953,0,166226
2843,267004,617518,171412,171412,0,788930
2844,267005,239828,63587,63587,0,303415
2845,267006,11228,2197,2197,0,13425
2846,267007,60671,10889,10889,0,71560
2847,267008,9736,6313,6313,0,16049
2848,267009,6404,5535,5535,0,11939
2849,267010,35834,13344,13344,0,49178
2850,267011,67886,17218,17218,0,85104
2851,267012,67603,24247,24247,0,91850
2852,267013,73911,15438,15438,0,89349
2853,267014,50243,8148,8148,0,58391
2854,268001,231622,39267,39267,0,270889
2855,268002,17963,4764,4764,0,22727
2856,268003,22949,3906,3906,0,26855
2857,268004,80493,6612,6612,0,87105
2858,268005,74429,8618,8618,0,83047
2859,268006,50121,14359,14359,0,64480
2860,268007,20517,228,228,0,20745
2861,269001,239718,67034,67034,0,306752
2862,269002,833354,194263,194263,0,1027617
2863,269003,25117,7222,7222,0,32339
2864,269004,451761,69193,69193,0,520954
2865,269005,15413,6427,6427,0,21840
2866,269006,7165,4133,4133,0,11298
2867,269007,159800,41498,41498,0,201298
2868,269008,42594,1675,1675,0,44269
2869,269009,23479,3702,3702,0,27181
2870,269010,177,1102,1102,0,1279
2871,270001,226617,31019,31019,0,257636
2872,270002,73933,32357,32357,0,106290
2873,270003,193615,28593,28593,0,222208
2874,270004,55147,12849,12849,0,67996
2875,270005,64745,6365,6365,0,71110
2876,270006,157236,21575,21575,0,178811
2877,270007,1129,4708,4708,0,5837
2878,270008,31764,2870,2870,0,34634
2879,270009,527227,72503,72503,0,599730
2880,270010,53599,4231,4231,0,57830
2881,270011,136186,22236,22236,0,158422
2882,270012,13417,1563,1563,0,14980
2883,270013,31446,6807,6807,0,38253
2884,270014,99436,14632,14632,0,114068
2885,270015,14421,2613,2613,0,17034
2886,270016,39713,8576,8576,0,48289
2887,270017,207469,16307,16307,0,223776
2888,271001,42356,16857,16857,0,59213
2889,271002,370039,67630,67630,0,437669
2890,271003,94095,10694,10694,0,104789
2891,271004,53852,23710,23710,0,77562
2892,271005,128693,55706,55706,0,184399
2893,271006,528,4507,4507,0,5035
2894,271007,40179,29665,29665,0,69844
2895,271008,6623,5292,5292,0,11915
2896,271009,245405,58316,58316,0,303721
2897,271010,2786,0,0,0,2786
2898,271011,5641,723,723,0,6364
2899,272001,196407,17425,17425,0,213832
2900,272002,77325,28405,28405,0,105730
2901,272003,21536,9507,9507,0,31043
2902,272004,283621,29979,29979,0,313600
2903,272005,238175,24459,24459,0,262634
2904,272006,72401,6994,6994,0,79395
2905,272007,375141,37215,37215,0,412356
2906,272008,268169,16212,16212,0,284381
2907,272009,139974,6686,6686,0,146660
2908,272010,36190,414,414,0,36604
2909,273001,49923,852,852,0,50775
2910,273002,66347,5896,5896,0,72243
2911,273003,107484,9197,9197,0,116681
2912,273004,2102911,342297,342297,0,2445208
2913,273005,133824,21877,21877,0,155701
2914,273006,70071,3738,3738,0,73809
2915,273007,2384,1540,1540,0,3924
2916,273008,1057,994,994,0,2051
2917,273009,33290,10893,10893,0,44183
2918,274001,296262,86460,86460,0,382722
2919,274002,337177,97196,97196,0,434373
2920,274003,231147,57673,57673,0,288820
2921,274004,54993,6991,6991,0,61984
2922,274005,261233,25825,25825,0,287058
2923,274006,8320,611,611,0,8931
2924,274007,4798,1297,1297,0,6095
2925,275001,31741,7694,7694,0,39435
2926,275002,19413,844,844,0,20257
2927,275003,52957,7035,7035,0,59992
2928,275004,268958,110598,110598,0,379556
2929,275005,11541,8151,8151,0,19692
2930,275006,24863,6242,6242,0,31105
2931,275007,4111,113782,113782,0,117893
2932,275008,71502,16489,16489,0,87991
2933,275009,30279,8277,8277,0,38556
2934,275010,21984,3331,3331,0,25315
2935,276001,549612,79662,79662,0,629274
2936,276002,121292,29858,29858,0,151150
2937,276003,163182,19970,19970,0,183152
2938,276004,39066,5060,5060,0,44126
2939,276005,148639,18148,18148,0,166787
2940,276006,35010,9132,9132,0,44142
2941,276007,12037,2364,2364,0,14401
2942,276008,6633,1093,1093,0,7726
2943,276009,13561,2350,2350,0,15911
2944,276010,342667,39214,39214,0,381881
2945,276011,7209,1550,1550,0,8759
2946,276012,81709,13893,13893,0,95602
2947,276013,14632,625,625,0,15257
2948,276014,79376,14143,14143,0,93519
2949,276015,360499,69650,69650,0,430149
2950,276016,10676,22514,22514,0,33190
2951,276017,40108,2495,2495,0,42603
2952,276018,12110,1500,1500,0,13610
2953,276019,31930,4518,4518,0,36448
2954,276020,110772,28818,28818,0,139590
2955,276021,11333,6090,6090,0,17423
2956,276022,78126,29756,29756,0,107882
2957,276023,61072,23459,23459,0,84531
2958,276024,9652,1795,1795,0,11447
2959,276025,20928,5324,5324,0,26252
2960,276026,61576,8246,8246,0,69822
2961,276027,28910,15210,15210,0,44120
2962,276028,39248,9222,9222,0,48470
2963,276029,6786,756,756,0,7542
2964,276030,45179,3817,3817,0,48996
2965,276031,40784,7001,7001,0,47785
2966,276032,193520,34316,34316,0,227836
2967,276033,21133,5068,5068,0,26201
2968,276034,99179,19101,19101,0,118280
2969,276035,51877,4938,4938,0,56815
2970,276036,78856,14255,14255,0,93111
2971,276037,16898,2972,2972,0,19870
2972,276038,9495,1010,1010,0,10505
2973,276039,107254,21241,21241,0,128495
2974,276040,121895,40867,40867,0,162762
2975,276041,3119,347,347,0,3466
2976,276042,22778,5668,5668,0,28446
2977,276043,7632,1882,1882,0,9514
2978,276044,42932,14875,14875,0,57807
2979,276045,84065,10326,10326,0,94391
2980,276046,5000,2469,2469,0,7469
2981,276047,4415,1794,1794,0,6209
2982,276048,4477,1763,1763,0,6240
2983,276049,35017,4638,4638,0,39655
2984,276050,10348,712,712,0,11060
2985,276051,37664,3096,3096,0,40760
2986,276052,18762,10796,10796,0,29558
2987,276053,6427,1360,1360,0,7787
2988,277001,467776,61453,61453,0,529229
2989,277002,19972,1571,1571,0,21543
2990,277003,44681,8508,8508,0,53189
2991,278001,56922,39652,39652,0,96574
2992,278002,8082,7727,7727,0,15809
2993,278003,8605,10630,10630,0,19235
2994,278004,35506,4154,4154,0,39660
2995,278005,17767,5077,5077,0,22844
2996,278006,33958,7932,7932,0,41890
2997,278007,111645,31301,31301,0,142946
2998,278008,10018,5206,5206,0,15224
2999,278009,4970,1492,1492,0,6462
3000,278010,8163,4437,4437,0,12600
3001,278011,32535,5766,5766,0,38301
3002,278012,39151,6888,6888,0,46039
3003,278013,37518,6192,6192,0,43710
3004,278014,43601,10828,10828,0,54429
3005,278015,37332,4639,4639,0,41971
3006,278016,38768,5399,5399,0,44167
3007,278017,23976,5297,5297,0,29273
3008,279001,62384,19550,19550,0,81934
3009,279002,9559,1600,1600,0,11159
3010,279003,1299513,282155,282155,0,1581668
3011,279004,369068,59177,59177,0,428245
3012,279005,15470,550,550,0,16020
3013,279006,54219,8561,8561,0,62780
3014,279007,42392,3852,3852,0,46244
3015,279008,1715,779,779,0,2494
3016,279009,34640,2631,2631,0,37271
3017,279010,674211,114009,114009,0,788220
3018,279011,25515,2555,2555,0,28070
3019,279012,23114,2782,2782,0,25896
3020,279013,9165,1413,1413,0,10578
3021,279014,1876,1467,1467,0,3343
3022,280001,757178,76315,76315,0,833493
3023,280002,107378,15262,15262,0,122640
3024,280003,294663,43579,43579,0,338242
3025,280004,23530,1087,1087,0,24617
3026,280005,101743,18636,18636,0,120379
3027,281001,11104,77,77,0,11181
3028,281002,216059,5022,5022,0,221081
3029,281003,55128,792,792,0,55920
3030,281004,405104,47358,47358,0,452462
3031,281005,562407,51624,51624,0,614031
3032,281006,63150,151,151,0,63301
3033,281007,823299,66932,66932,0,890231
3034,281008,186134,9931,9931,0,196065
3035,282001,248861,33679,33679,0,282540
3036,282002,167967,16779,16779,0,184746
3037,282003,4411,413,413,0,4824
3038,282004,156004,15026,15026,0,171030
3039,282005,5954,1255,1255,0,7209
3040,282006,30244,3789,3789,0,34033
3041,283001,97281,14681,14681,0,111962
3042,283002,158320,43959,43959,0,202279
3043,283003,140678,31189,31189,0,171867
3044,283004,151718,29575,29575,0,181293
3045,283005,82003,16586,16586,0,98589
3046,283006,78344,8936,8936,0,87280
3047,283007,7467,1738,1738,0,9205
3048,283008,6304,1269,1269,0,7573
3049,283009,112256,59877,59877,0,172133
3050,284001,628491,75592,75592,0,704083
3051,284002,27280,4107,4107,0,31387
3052,284003,604374,32424,32424,0,636798
3053,284004,193775,3953,3953,0,197728
3054,284005,101494,10823,10823,0,112317
3055,284006,461184,51509,51509,0,512693
3056,284007,309695,39582,39582,0,349277
3057,284008,8886,28799,666,28133,37685
3058,284009,576199,62948,62948,0,639147
3059,284010,22043,72113,215,71898,94156
3060,284011,26277,1466,1466,0,27743
3061,284012,60579,2792,2792,0,63371
3062,284013,34958,113130,1354,111776,148088
3063,284014,405639,42615,42615,0,448254
3064,284015,41731,2322,2322,0,44053
3065,284016,151748,9069,9069,0,160817
3066,284017,18311,139324,0,139324,157635
3067,284018,23219,7401,7401,0,30620
3068,284019,95073,8531,8531,0,103604
3069,284020,15138,6934,434,6500,22072
3070,284021,221814,35782,35782,0,257596
3071,284022,153070,32036,31544,492,185106
3072,284023,60833,86018,5822,80196,146851
3073,284024,79709,27023,27023,0,106732
3074,284025,229176,41914,41914,0,271090
3075,284026,43097,13774,13774,0,56871
3076,284027,101986,17160,17160,0,119146
3077,284028,17846,1863,1863,0,19709
3078,284029,245041,10411,8731,1680,255452
3079,284030,6350,38203,109,38094,44553
3080,284031,232157,28590,28590,0,260747
3081,284032,7508,0,0,0,7508
3082,284033,8184,33402,1068,32334,41586
3083,285001,32969,1922,1922,0,34891
3084,285002,350399,33269,33269,0,383668
3085,285003,52662,26701,26701,0,79363
3086,285004,54732,5207,5207,0,59939
3087,285005,31537,759,759,0,32296
3088,285006,62220,9172,9172,0,71392
3089,285007,32203,8678,8678,0,40881
3090,285008,8137,4195,4195,0,12332
3091,285009,80441,33350,33350,0,113791
3092,285010,95386,34638,34638,0,130024
3093,285011,16427,12960,12960,0,29387
3094,285012,85837,14191,14191,0,100028
3095,285013,12383,1621,1621,0,14004
3096,285014,16918,5457,5457,0,22375
3097,285015,1065,44102,44102,0,45167
3098,285016,67489,41197,41197,0,108686
3099,285017,9814,24697,24697,0,34511
3100,285018,38866,7055,7055,0,45921
3101,285019,10846,8107,8107,0,18953
3102,285020,49630,125878,125878,0,175508
3103,285021,14580,8444,8444,0,23024
3104,285022,27222,6979,6979,0,34201
3105,285023,76407,46113,46113,0,122520
3106,285024,48149,27784,27784,0,75933
3107,285025,8689,4069,4069,0,12758
3108,285026,12994,660,660,0,13654
3109,285027,96613,5566,5566,0,102179
3110,285028,1690,10021,10021,0,11711
3111,285029,62951,1358,1358,0,64309
3112,285030,46856,28676,28676,0,75532
3113,285031,11791,456,456,0,12247
3114,285032,11300,7358,7358,0,18658
3115,285033,21359,17777,17777,0,39136
3116,286001,33420,33647,429,33218,67067
3117,286002,17197,10847,10847,0,28044
3118,286003,7642,33459,271,33188,41101
3119,286004,12059,20385,20385,0,32444
3120,286005,173934,37759,37759,0,211693
3121,286006,17444,4192,3237,955,21636
3122,286007,11395,11677,11677,0,23072
3123,286008,8707,15588,1942,13646,24295
3124,286009,64235,2408,2408,0,66643
3125,286010,25219,4904,716,4188,30123
3126,286011,37701,12665,12665,0,50366
3127,286012,100514,54552,4140,50412,155066
3128,286013,81468,15674,15674,0,97142
3129,286014,26671,1818,1818,0,28489
3130,286015,14011,3052,3052,0,17063
3131,286016,208255,238795,6146,232649,447050
3132,286017,30388,151,151,0,30539
3133,286018,61799,3556,3556,0,65355
3134,286019,35119,3154,3154,0,38273
3135,286020,30077,2204,2204,0,32281
3136,286021,214805,5719,5719,0,220524
3137,286022,15896,7782,7782,0,23678
3138,286023,35046,1374,1374,0,36420
3139,286024,44392,6439,6439,0,50831
3140,286025,9279,218,218,0,9497
3141,286026,31794,1291,1291,0,33085
3142,286027,60480,4495,4495,0,64975
3143,286028,54531,7473,7473,0,62004
3144,286029,26708,1156,1156,0,27864
3145,286030,11675,364,364,0,12039
3146,286031,10685,0,0,0,10685
3147,287001,155660,9239,9239,0,164899
3148,287002,69032,9713,9713,0,78745
3149,287003,577979,68378,68378,0,646357
3150,287004,1206292,142088,142088,0,1348380
3151,287005,92607,22851,22851,0,115458
3152,287006,15351,2242,2242,0,17593
3153,287007,106531,14370,14370,0,120901
3154,287008,104625,10146,10146,0,114771
3155,287009,135484,23508,23508,0,158992
3156,288001,2145573,171561,171561,0,2317134
3157,289001,2545175,422389,422389,0,2967564
3158,289002,1048007,233292,233292,0,1281299
3159,289003,238401,73390,73390,0,311791
3160,289004,5747,8337,8337,0,14084
3161,289005,127597,17937,17937,0,145534
3162,289006,359446,44838,44838,0,404284
3163,289007,34717,3981,3981,0,38698
3164,289008,266772,43535,43535,0,310307
3165,289009,82092,485,485,0,82577
3166,289010,64803,15309,15309,0,80112
3167,289011,13000,3609,0,3609,16609
3168,289012,68368,482,482,0,68850
3169,290001,43188,118637,15775,102862,161825
3170,290002,67715,51087,51087,0,118802
3171,290003,25253,92837,896,91941,118090
3172,290004,4125,52269,0,52269,56394
3173,290005,5438,104761,0,104761,110199
3174,291001,1238609,74104,74104,0,1312713
3175,291002,54501,1522,1522,0,56023
3176,291003,302428,32862,32862,0,335290
3177,291004,314223,112773,112773,0,426996
3178,291005,250060,20678,20678,0,270738
3179,291006,49199,13589,13589,0,62788
3180,291007,53449,2755,2755,0,56204
3181,291008,72967,3445,3445,0,76412
3182,291009,1212,1314,1314,0,2526
3183,291010,23562,6877,6877,0,30439
3184,291011,5825,5742,5742,0,11567
3185,291012,187296,17894,17894,0,205190
3186,291013,20031,12169,12169,0,32200
3187,291014,13033,6250,6250,0,19283
3188,292001,742700,33822,33822,0,776522
3189,292002,455218,42126,42126,0,497344
3190,292003,188661,13938,13938,0,202599
3191,293001,290914,17140,17140,0,308054
