"OBJECTID","POLY_ID","LAND_AREA","WATER_AREA","FRESH_AREA","OCEAN_AREA","TOTAL_AREA"
5513,481011,741,15,15,0,756
5514,481012,15728,179,179,0,15907
5515,481013,3575,10,10,0,3585
5516,482001,287442,1318,1318,0,288760
5517,482002,9910,0,0,0,9910
5518,482003,2092,0,0,0,2092
5519,482004,139817,340,340,0,140157
5520,482005,14166,93,93,0,14259
5521,482006,7414,22,22,0,7436
5522,482007,9450,64,64,0,9514
5523,482008,83840,23,23,0,83863
5524,482009,24527,0,0,0,24527
5525,482010,7346,0,0,0,7346
5526,482011,8957,0,0,0,8957
5527,482012,6701,0,0,0,6701
5528,482013,1770,0,0,0,1770
5529,482014,94501,397,397,0,94898
5530,482015,12399,5,5,0,12404
5531,482016,768,0,0,0,768
5532,482017,6897,0,0,0,6897
5533,482018,3146,0,0,0,3146
5534,482019,271154,1345,1345,0,272499
5535,482020,92189,2366,2366,0,94555
5536,482021,37257,2232,2232,0,39489
5537,482022,4992,0,0,0,4992
5538,482023,57940,57,57,0,57997
5539,482024,29172,174,174,0,29346
5540,482025,25361,0,0,0,25361
5541,482026,2830,106,106,0,2936
5542,482027,9407,0,0,0,9407
5543,482028,98420,1509,1509,0,99929
5544,482029,155475,1194,1194,0,156669
5545,482030,23664,0,0,0,23664
5546,482031,12985,34,34,0,13019
5547,482032,28946,673,673,0,29619
5548,482033,42353,784,784,0,43137
5549,482034,17215,1453,1453,0,18668
5550,483001,59077,2893,2893,0,61970
5551,483002,2253,989,989,0,3242
5552,483003,10696,1622,1622,0,12318
5553,483004,23129,1145,1145,0,24274
5554,483005,7567,453,453,0,8020
5555,483006,5960,0,0,0,5960
5556,483007,3917,0,0,0,3917
5557,483008,25724,0,0,0,25724
5558,483009,47294,1,1,0,47295
5559,483010,15899,0,0,0,15899
5560,483011,2753,0,0,0,2753
5561,483012,125506,578,578,0,126084
5562,483013,9958,28,28,0,9986
5563,483014,8033,0,0,0,8033
5564,483015,8056,0,0,0,8056
5565,483016,32020,2022,2022,0,34042
5566,483017,3241,0,0,0,3241
5567,483018,43309,5288,5288,0,48597
5568,483019,15131,1498,1498,0,16629
5569,483020,27955,175,175,0,28130
5570,483021,1940,141,141,0,2081
5571,483022,5656,0,0,0,5656
5572,483023,5282,0,0,0,5282
5573,483024,7981,1322,1322,0,9303
5574,483025,4021,0,0,0,4021
5575,483026,6983,0,0,0,6983
5576,483027,2282,0,0,0,2282
5577,483028,1680,0,0,0,1680
5578,483029,1074,0,0,0,1074
5579,483030,44385,40,40,0,44425
5580,483031,60853,219,219,0,61072
5581,483032,68239,0,0,0,68239
5582,483033,6888,0,0,0,6888
5583,483034,101589,171,171,0,101760
5584,483035,14721,0,0,0,14721
5585,483036,52516,1730,1730,0,54246
5586,483037,8762,143,143,0,8905
5587,484001,76479,53180,0,53180,129659
5588,484002,30100,70144,64,70080,100244
5589,484003,59735,4943,62,4881,64678
5590,484004,14767,4035,0,4035,18802
5591,484005,19575,0,0,0,19575
5592,484006,2394,238,187,51,2632
5593,484007,1543,378,378,0,1921
5594,484008,2044,0,0,0,2044
5595,484009,17289,0,0,0,17289
5596,484010,1688,0,0,0,1688
5597,484011,19503,285,285,0,19788
5598,484012,15229,0,0,0,15229
5599,484013,9546,40,40,0,9586
5600,484014,19083,0,0,0,19083
5601,484015,13164,0,0,0,13164
5602,484016,32966,0,0,0,32966
5603,484017,1430,0,0,0,1430
5604,484018,1984,0,0,0,1984
5605,484019,2157,0,0,0,2157
5606,484020,6359,0,0,0,6359
5607,485001,35858,83987,0,83987,119845
5608,485002,1459,3683,0,3683,5142
5609,485003,3192,2473,146,2327,5665
5610,485004,2934,0,0,0,2934
5611,485005,17694,0,0,0,17694
5612,485006,12946,0,0,0,12946
5613,485007,20329,0,0,0,20329
5614,485008,11701,0,0,0,11701
5615,485009,14978,0,0,0,14978
5616,485010,27783,0,0,0,27783
5617,485011,14648,0,0,0,14648
5618,485012,2054,0,0,0,2054
5619,485013,14021,60,60,0,14081
5620,485014,14101,0,0,0,14101
5621,485015,15639,0,0,0,15639
5622,485016,32558,95,95,0,32653
5623,485017,11424,0,0,0,11424
5624,485018,6979,31,31,0,7010
5625,485019,9160,0,0,0,9160
5626,486001,5396,0,0,0,5396
5627,486002,12390,0,0,0,12390
5628,486003,4346,0,0,0,4346
5629,486004,28239,0,0,0,28239
5630,486005,11357,0,0,0,11357
5631,486006,24600,0,0,0,24600
5632,486007,8305,0,0,0,8305
5633,486008,7396,0,0,0,7396
5634,486009,36554,0,0,0,36554
5635,486010,11086,0,0,0,11086
5636,486011,13875,0,0,0,13875
5637,486012,5465,0,0,0,5465
5638,486013,27964,0,0,0,27964
5639,486014,14373,0,0,0,14373
5640,486015,25233,0,0,0,25233
5641,486016,4473,0,0,0,4473
5642,486017,16692,770,770,0,17462
5643,486018,19441,1030,1030,0,20471
5644,486019,9913,0,0,0,9913
5645,486020,6563,0,0,0,6563
5646,486021,14483,0,0,0,14483
5647,486022,13946,0,0,0,13946
5648,486023,30597,0,0,0,30597
5649,486024,44897,0,0,0,44897
5650,486025,7073,0,0,0,7073
5651,486026,7694,0,0,0,7694
5652,486027,3646,0,0,0,3646
5653,486028,9658,0,0,0,9658
5654,486029,6769,0,0,0,6769
5655,486030,7050,0,0,0,7050
5656,487001,18797,0,0,0,18797
5657,487002,4261,0,0,0,4261
5658,487003,3426,0,0,0,3426
5659,487004,14279,0,0,0,14279
5660,487005,42670,0,0,0,42670
5661,487006,8629,0,0,0,8629
5662,487007,75820,2729,2729,0,78549
5663,487008,26498,0,0,0,26498
5664,487009,6885,575,575,0,7460
5665,487010,11541,0,0,0,11541
5666,487011,22659,169,169,0,22828
5667,487012,4764,52,52,0,4816
5668,487013,15804,87,87,0,15891
5669,487014,17860,0,0,0,17860
5670,487015,11677,0,0,0,11677
5671,487016,42167,1228,1228,0,43395
5672,487017,18919,1159,1159,0,20078
5673,487018,4620,34,34,0,4654
5674,487019,5734,72,72,0,5806
5675,487020,8504,0,0,0,8504
5676,487021,2011,8,8,0,2019
5677,487022,24060,0,0,0,24060
5678,487023,3533,102,102,0,3635
5679,488001,44969,124,124,0,45093
5680,488002,4724,0,0,0,4724
5681,488003,34026,0,0,0,34026
5682,488004,55651,0,0,0,55651
5683,488005,26484,544,544,0,27028
5684,488006,5477,0,0,0,5477
5685,488007,68553,272,272,0,68825
5686,488008,9171,0,0,0,9171
5687,488009,2606,0,0,0,2606
5688,488010,15856,0,0,0,15856
5689,488011,7124,0,0,0,7124
5690,488012,3598,0,0,0,3598
5691,488013,37424,0,0,0,37424
5692,488014,12826,0,0,0,12826
5693,488015,23306,0,0,0,23306
5694,488016,13389,0,0,0,13389
5695,488017,33885,30,30,0,33915
5696,488018,1478,0,0,0,1478
5697,489001,10719,0,0,0,10719
5698,489002,2285,0,0,0,2285
5699,489003,24309,667,667,0,24976
5700,489004,1723,0,0,0,1723
5701,489005,8980,0,0,0,8980
5702,489006,3544,0,0,0,3544
5703,489007,81532,987,987,0,82519
5704,489008,13910,0,0,0,13910
5705,489009,17493,96,96,0,17589
5706,489010,5156,0,0,0,5156
5707,489011,9554,0,0,0,9554
5708,489012,7455,0,0,0,7455
5709,489013,6358,0,0,0,6358
5710,489014,49004,0,0,0,49004
5711,489015,16471,209,209,0,16680
5712,489016,2812,0,0,0,2812
5713,489017,11921,0,0,0,11921
5714,489018,18117,0,0,0,18117
5715,489019,20758,0,0,0,20758
5716,489020,34609,46,46,0,34655
5717,489021,3608,0,0,0,3608
5718,489022,7294,217,217,0,7511
5719,489023,7062,133,133,0,7195
5720,489024,20986,0,0,0,20986
5721,489025,14987,0,0,0,14987
5722,490001,7198,0,0,0,7198
5723,490002,3512,0,0,0,3512
5724,490003,4421,0,0,0,4421
5725,490004,5265,0,0,0,5265
5726,490005,25732,0,0,0,25732
5727,490006,3616,0,0,0,3616
5728,490007,16829,0,0,0,16829
5729,490008,26100,0,0,0,26100
5730,491001,16672,0,0,0,16672
5731,491002,9134,0,0,0,9134
5732,491003,18327,0,0,0,18327
5733,491004,21653,0,0,0,21653
5734,491005,54511,0,0,0,54511
5735,491006,3889,0,0,0,3889
5736,491007,32194,34,34,0,32228
5737,491008,19740,875,875,0,20615
5738,491009,11167,0,0,0,11167
5739,491010,2610,0,0,0,2610
5740,491011,6418,0,0,0,6418
5741,491012,17293,0,0,0,17293
5742,491013,10308,0,0,0,10308
5743,491014,35840,0,0,0,35840
5744,491015,6729,0,0,0,6729
5745,491016,4931,0,0,0,4931
5746,491017,26020,0,0,0,26020
5747,491018,3233,0,0,0,3233
5748,491019,11840,0,0,0,11840
5749,491020,24585,21,21,0,24606
5750,491021,1311,0,0,0,1311
5751,492001,29465,35,35,0,29500
5752,492002,42590,1484,1484,0,44074
5753,492003,2043,0,0,0,2043
5754,492004,9997,0,0,0,9997
5755,492005,14520,1094,1094,0,15614
5756,492006,23005,85,85,0,23090
5757,492007,16069,95,95,0,16164
5758,492008,4564,238,238,0,4802
5759,492009,10778,0,0,0,10778
5760,493001,8528,652,652,0,9180
5761,493002,18587,0,0,0,18587
5762,493003,24496,213,213,0,24709
5763,493004,2492,0,0,0,2492
5764,493005,14998,234,234,0,15232
5765,493006,12643,204,204,0,12847
5766,493007,7908,216,216,0,8124
5767,493008,2806,118,118,0,2924
5768,493009,2213,127,127,0,2340
5769,493010,94036,2044,2044,0,96080
5770,493011,1250,0,0,0,1250
5771,493012,3610,0,0,0,3610
5772,493013,25499,0,0,0,25499
5773,493014,3445,0,0,0,3445
5774,493015,2670,0,0,0,2670
5775,494001,48587,684,684,0,49271
5776,494002,5438,52,52,0,5490
5777,494003,1462,704,704,0,2166
5778,494004,11085,80,80,0,11165
5779,494005,66636,1118,1118,0,67754
5780,494006,1367,0,0,0,1367
5781,494007,2020,0,0,0,2020
5782,494008,1367,0,0,0,1367
5783,494009,6141,0,0,0,6141
5784,495001,20499,130,130,0,20629
5785,495002,9806,0,0,0,9806
5786,495003,32968,1110,1110,0,34078
5787,495004,4592,144,144,0,4736
5788,495005,1375,0,0,0,1375
5789,495006,11378,340,340,0,11718
5790,495007,705,0,0,0,705
5791,495008,44195,1363,1363,0,45558
5792,495009,7455,46,46,0,7501
5793,495010,47227,3840,3840,0,51067
5794,495011,32088,5968,5968,0,38056
5795,495012,17440,2846,2846,0,20286
5796,496001,35182,0,0,0,35182
5797,496002,13735,0,0,0,13735
5798,496003,35233,0,0,0,35233
5799,496004,6432,0,0,0,6432
5800,496005,1696,0,0,0,1696
5801,496006,14298,0,0,0,14298
5802,496007,25090,0,0,0,25090
5803,496008,3352,0,0,0,3352
5804,496009,10370,0,0,0,10370
5805,496010,2968,0,0,0,2968
5806,496011,8470,0,0,0,8470
5807,496012,17320,122,122,0,17442
5808,496013,3156,383,383,0,3539
5809,496014,29783,5090,4548,542,34873
5810,496015,4805,265,265,0,5070
5811,496016,4441,1508,1508,0,5949
5812,496017,3593,539,44,495,4132
5813,496018,26545,766,766,0,27311
5814,497001,3373,0,0,0,3373
5815,497002,36798,2287,2287,0,39085
5816,497003,11938,1228,1228,0,13166
5817,497004,6405,1958,1958,0,8363
5818,497005,18567,2195,2195,0,20762
5819,497006,25586,629,629,0,26215
5820,497007,5464,73,73,0,5537
5821,497008,17732,50,50,0,17782
5822,497009,81212,965,965,0,82177
5823,497010,15295,0,0,0,15295
5824,497011,4594,747,747,0,5341
5825,497012,1942,0,0,0,1942
5826,497013,1712,0,0,0,1712
5827,497014,776,0,0,0,776
5828,497015,2145,276,276,0,2421
5829,497016,3968,84,84,0,4052
5830,497017,1485,468,468,0,1953
5831,498001,9071,0,0,0,9071
5832,498002,97310,0,0,0,97310
5833,498003,9198,0,0,0,9198
5834,498004,16936,254,254,0,17190
5835,498005,32825,0,0,0,32825
5836,499001,50508,7491,7491,0,57999
5837,499002,5091,0,0,0,5091
5838,499003,4387,722,722,0,5109
5839,499004,38788,3629,3629,0,42417
5840,499005,15200,0,0,0,15200
5841,499006,4572,49,49,0,4621
5842,499007,33111,698,698,0,33809
5843,499008,7603,53,53,0,7656
5844,499009,57136,5093,5093,0,62229
5845,499010,39086,1679,1679,0,40765
5846,499011,2094,0,0,0,2094
5847,499012,9405,275,275,0,9680
5848,499013,5400,0,0,0,5400
5849,499014,22707,1275,1275,0,23982
5850,499015,7307,0,0,0,7307
5851,499016,10988,0,0,0,10988
5852,499017,19341,5764,650,5114,25105
5853,499018,1976,544,544,0,2520
5854,499019,93,351,351,0,444
5855,499020,4313,589,243,346,4902
5856,499021,1237,514,514,0,1751
5857,500001,12716,81643,0,81643,94359
5858,500002,5312,5121,790,4331,10433
5859,500003,3463,53576,0,53576,57039
5860,500004,1069,537,0,537,1606
5861,500005,18489,39831,0,39831,58320
5862,500006,2466,2140,0,2140,4606
5863,500007,858,499,0,499,1357
5864,500008,2459,23213,0,23213,25672
5865,500009,420,382,0,382,802
5866,500010,11487,1293,0,1293,12780
5867,500011,904,2286,0,2286,3190
5868,500012,1012,627,0,627,1639
5869,500013,15593,24789,2812,21977,40382
5870,500014,3438,0,0,0,3438
5871,500015,21757,35803,196,35607,57560
5872,500016,6195,47,0,47,6242
5873,500017,2372,5150,1684,3466,7522
5874,500018,33387,80947,3391,77556,114334
5875,500019,2184,18041,0,18041,20225
5876,500020,22852,56280,0,56280,79132
5877,500021,23389,35784,636,35148,59173
5878,500022,8519,6469,331,6138,14988
5879,500023,39457,36828,2439,34389,76285
5880,500024,20711,3073,1963,1110,23784
5881,500025,15919,70961,655,70306,86880
5882,500026,3003,1178,1119,59,4181
5883,500027,1861,691,365,326,2552
5884,500028,3177,316,296,20,3493
5885,500029,1941,3392,0,3392,5333
5886,500030,2320,0,0,0,2320
5887,500031,2577,6413,231,6182,8990
5888,500032,2382,0,0,0,2382
5889,500033,8503,20142,700,19442,28645
5890,500034,1926,21779,119,21660,23705
5891,500035,11531,4837,1020,3817,16368
5892,500036,257,312,0,312,569
5893,500037,744,632,0,632,1376
5894,500038,905,795,0,795,1700
5895,501001,35912,0,0,0,35912
5896,501002,13438,0,0,0,13438
5897,501003,8278,0,0,0,8278
5898,501004,2829,0,0,0,2829
5899,501005,5039,0,0,0,5039
5900,501006,9809,0,0,0,9809
5901,501007,70232,0,0,0,70232
5902,501008,25027,71,71,0,25098
5903,501009,5288,8,8,0,5296
5904,501010,6008,0,0,0,6008
5905,501011,19637,1078,1078,0,20715
5906,501012,72190,55,55,0,72245
5907,501013,8120,1,1,0,8121
5908,501014,43413,0,0,0,43413
5909,501015,9500,0,0,0,9500
5910,501016,10403,727,727,0,11130
5911,502001,25316,1275,1275,0,26591
5912,502002,8728,147,147,0,8875
5913,502003,75247,458,458,0,75705
5914,502004,10463,0,0,0,10463
5915,502005,14370,0,0,0,14370
5916,502006,12141,0,0,0,12141
5917,502007,15274,152,152,0,15426
5918,502008,37644,0,0,0,37644
5919,502009,20570,0,0,0,20570
5920,502010,15140,0,0,0,15140
5921,502011,5432,0,0,0,5432
5922,502012,20795,0,0,0,20795
5923,502013,1865,0,0,0,1865
5924,502014,10173,0,0,0,10173
5925,502015,22655,0,0,0,22655
5926,502016,61248,0,0,0,61248
5927,502017,13154,0,0,0,13154
5928,502018,7655,0,0,0,7655
5929,502019,36003,0,0,0,36003
5930,502020,4214,0,0,0,4214
5931,502021,47132,38,38,0,47170
5932,502022,13238,0,0,0,13238
5933,502023,11123,0,0,0,11123
5934,502024,23901,0,0,0,23901
5935,502025,1940,0,0,0,1940
5936,502026,13007,0,0,0,13007
5937,502027,11010,0,0,0,11010
5938,502028,24986,0,0,0,24986
5939,502029,10915,97,97,0,11012
5940,502030,6085,0,0,0,6085
5941,502031,5705,762,762,0,6467
5942,502032,4030,105,105,0,4135
5943,503001,41684,0,0,0,41684
5944,503002,11410,0,0,0,11410
5945,503003,16029,0,0,0,16029
5946,503004,3097,0,0,0,3097
5947,503005,3294,0,0,0,3294
5948,503006,4851,94,94,0,4945
5949,503007,4016,0,0,0,4016
5950,503008,9908,0,0,0,9908
5951,503009,8061,58,58,0,8119
5952,503010,52051,0,0,0,52051
5953,503011,11135,384,384,0,11519
5954,503012,13220,1601,1601,0,14821
5955,503013,16936,0,0,0,16936
5956,503014,2171,0,0,0,2171
5957,503015,20602,525,489,36,21127
5958,503016,36469,125,0,125,36594
5959,503017,42754,0,0,0,42754
5960,503018,4614,0,0,0,4614
5961,503019,47642,0,0,0,47642
5962,503020,8856,0,0,0,8856
5963,503021,26352,0,0,0,26352
5964,503022,64769,0,0,0,64769
5965,503023,2011,0,0,0,2011
5966,503024,4733,0,0,0,4733
5967,503025,1791,67,67,0,1858
5968,503026,46134,767,767,0,46901
5969,503027,976,0,0,0,976
5970,503028,1144,0,0,0,1144
5971,503029,53497,0,0,0,53497
5972,503030,1015,68,68,0,1083
5973,503031,34380,132,132,0,34512
5974,503032,1648,180,180,0,1828
5975,503033,34169,623,623,0,34792
5976,503034,5139,0,0,0,5139
5977,503035,848,0,0,0,848
5978,503036,20909,0,0,0,20909
5979,503037,5794,529,529,0,6323
5980,503038,1028,0,0,0,1028
5981,503039,1745,0,0,0,1745
5982,503040,5042,0,0,0,5042
5983,503041,10605,0,0,0,10605
5984,503042,12431,0,0,0,12431
5985,503043,1125,114,114,0,1239
5986,503044,58028,1208,1104,104,59236
5987,504001,1672,18297,0,18297,19969
5988,504002,10482,33297,0,33297,43779
5989,504003,1373,32915,0,32915,34288
5990,504004,21794,32848,0,32848,54642
5991,504005,3950,10811,529,10282,14761
5992,504006,9130,19486,0,19486,28616
5993,504007,1674,24529,0,24529,26203
5994,504008,748,1974,0,1974,2722
5995,504009,4080,0,0,0,4080
5996,504010,4300,4704,719,3985,9004
5997,504011,6976,2603,0,2603,9579
5998,504012,1294,22,0,22,1316
5999,504013,2089,171,18,153,2260
6000,504014,10545,0,0,0,10545
6001,504015,11875,108,108,0,11983
6002,504016,12601,1748,1748,0,14349
6003,504017,1246,2722,0,2722,3968
6004,504018,4271,0,0,0,4271
6005,504019,23980,3169,778,2391,27149
6006,504020,3899,1285,490,795,5184
6007,504021,19374,2275,0,2275,21649
6008,504022,1016,150,150,0,1166
6009,504023,1628,151,151,0,1779
6010,504024,4862,117,117,0,4979
6011,504025,2529,3,3,0,2532
6012,504026,7609,112,112,0,7721
6013,504027,3803,228,228,0,4031
6014,504028,4698,0,0,0,4698
6015,504029,3389,0,0,0,3389
6016,504030,3090,0,0,0,3090
6017,504031,4071,50,50,0,4121
6018,504032,3642,22697,327,22370,26339
6019,504033,32941,54749,30,54719,87690
6020,504034,19328,74580,1294,73286,93908
6021,504035,23902,142,142,0,24044
6022,504036,6650,10611,171,10440,17261
6023,504037,2867,7299,333,6966,10166
6024,504038,45722,2748,259,2489,48470
6025,504039,19818,48,48,0,19866
6026,504040,17587,125,125,0,17712
6027,504041,2760,0,0,0,2760
6028,504042,4318,107,107,0,4425
6029,504043,6040,0,0,0,6040
6030,504044,2787,0,0,0,2787
6031,504045,8367,66,66,0,8433
6032,504046,4813,0,0,0,4813
6033,505001,5833,865,865,0,6698
6034,505002,23065,3322,3322,0,26387
6035,505003,43657,11380,11380,0,55037
6036,505004,50388,5687,5687,0,56075
6037,505005,53478,1562,1562,0,55040
6038,505006,23640,0,0,0,23640
6039,505007,2387,0,0,0,2387
6040,505008,8510,0,0,0,8510
6041,505009,13766,4912,4912,0,18678
6042,505010,2221,363,363,0,2584
6043,505011,10340,1935,1935,0,12275
6044,505012,3877,571,571,0,4448
6045,505013,12696,421,421,0,13117
6046,505014,5615,299,299,0,5914
6047,505015,1896,262,262,0,2158
6048,506001,41388,905,905,0,42293
6049,506002,30665,236,236,0,30901
6050,506003,19032,379,379,0,19411
6051,506004,11063,0,0,0,11063
6052,506005,16955,47,47,0,17002
6053,506006,7606,0,0,0,7606
6054,506007,15860,0,0,0,15860
6055,506008,2851,0,0,0,2851
6056,506009,23888,0,0,0,23888
6057,506010,5808,0,0,0,5808
6058,506011,17814,0,0,0,17814
6059,506012,5785,0,0,0,5785
6060,507001,2177,0,0,0,2177
6061,507002,1707,0,0,0,1707
6062,507003,5628,0,0,0,5628
6063,507004,1165,0,0,0,1165
6064,507005,7591,0,0,0,7591
6065,507006,4478,4284,0,4284,8762
6066,507007,3769,2440,0,2440,6209
6067,507008,8759,35718,0,35718,44477
6068,507009,1606,2376,0,2376,3982
6069,507010,10506,3062,0,3062,13568
6070,507011,8378,13672,0,13672,22050
6071,507012,6085,4445,0,4445,10530
6072,507013,1417,6328,0,6328,7745
6073,507014,2149,1341,0,1341,3490
6074,507015,2464,8965,0,8965,11429
6075,507016,1616,5805,0,5805,7421
6076,507017,5003,6960,0,6960,11963
6077,507018,1974,8161,0,8161,10135
6078,507019,1646,244,0,244,1890
6079,507020,13436,11285,0,11285,24721
6080,507021,2219,3112,0,3112,5331
6081,507022,3918,3965,0,3965,7883
6082,507023,11096,24708,0,24708,35804
6083,507024,3613,13297,0,13297,16910
6084,507025,15329,3173,787,2386,18502
6085,507026,18290,13848,0,13848,32138
6086,507027,3803,619,0,619,4422
6087,507028,2958,0,0,0,2958
6088,507029,2303,686,292,394,2989
6089,507030,1228,1622,0,1622,2850
6090,507031,8315,1881,191,1690,10196
6091,507032,3570,1611,323,1288,5181
6092,507033,678,957,0,957,1635
6093,507034,4686,1610,72,1538,6296
6094,507035,2730,1663,134,1529,4393
6095,507036,1174,1379,0,1379,2553
6096,507037,5092,7083,426,6657,12175
6097,507038,8540,20466,0,20466,29006
6098,508001,25672,86951,0,86951,112623
6099,508002,6756,16181,0,16181,22937
6100,508003,8409,43644,0,43644,52053
6101,508004,22554,53535,28,53507,76089
6102,508005,4916,26814,99,26715,31730
6103,508006,4106,42471,558,41913,46577
6104,508007,10284,50433,1010,49423,60717
6105,508008,2950,1185,0,1185,4135
6106,508009,1775,45291,0,45291,47066
6107,508010,3394,46408,0,46408,49802
6108,508011,4197,516,0,516,4713
6109,508012,3176,48467,80,48387,51643
6110,508013,5924,22194,683,21511,28118
6111,508014,2265,7859,302,7557,10124
6112,508015,3292,2951,0,2951,6243
6113,508016,4169,4299,0,4299,8468
6114,508017,15783,44553,0,44553,60336
6115,509001,44797,117282,0,117282,162079
6116,509002,6641,0,0,0,6641
6117,509003,8225,23612,17,23595,31837
6118,509004,30828,175237,392,174845,206065
6119,510001,383234,21195,21195,0,404429
6120,510002,3657,738,738,0,4395
6121,510003,3598,343,343,0,3941
6122,510004,9146,672,672,0,9818
6123,510005,5159,0,0,0,5159
6124,510006,108086,6057,6057,0,114143
6125,510007,6128,0,0,0,6128
6126,510008,5569,8,8,0,5577
6127,510009,6596,534,534,0,7130
6128,510010,10272,343,343,0,10615
6129,510011,6004,1243,1243,0,7247
6130,510012,3166,479,479,0,3645
6131,510013,8536,164,164,0,8700
6132,511001,114456,18830,8092,10738,133286
6133,511002,2477,193,193,0,2670
6134,511003,3059,148,148,0,3207
6135,511004,2584,20,20,0,2604
6136,511005,3838,230,230,0,4068
6137,511006,7236,4499,81,4418,11735
6138,512001,55882,2556,2556,0,58438
6139,512002,11526,4221,566,3655,15747
6140,512003,41409,6943,3226,3717,48352
6141,512004,140313,12789,12789,0,153102
6142,513001,15362,246,246,0,15608
6143,513002,7731,241,241,0,7972
6144,513003,2000,0,0,0,2000
6145,513004,18978,1232,1232,0,20210
6146,513005,2941,52,52,0,2993
6147,513006,9702,425,425,0,10127
6148,513007,9308,1027,1027,0,10335
6149,513008,50936,3980,3980,0,54916
6150,513009,13331,835,835,0,14166
6151,513010,3426,65,65,0,3491
6152,513011,13368,3097,3097,0,16465
6153,513012,8449,961,961,0,9410
6154,513013,7265,729,729,0,7994
6155,514001,94546,27725,27725,0,122271
6156,514002,48120,1082,1082,0,49202
6157,514003,23531,620,620,0,24151
6158,514004,16147,704,216,488,16851
6159,514005,37833,3080,3080,0,40913
6160,514006,41148,2357,1557,800,43505
6161,514007,7529,465,465,0,7994
6162,514008,11747,3245,3245,0,14992
6163,515001,8724,1147,205,942,9871
6164,515002,27167,1142,1142,0,28309
6165,515003,13899,543,543,0,14442
6166,515004,5504,30,30,0,5534
6167,516001,58470,25176,1967,23209,83646
6168,516002,1631,2524,0,2524,4155
6169,516003,4120,18580,114,18466,22700
6170,516004,9461,1288,1288,0,10749
6171,516005,3569,22443,0,22443,26012
6172,516006,11594,58214,716,57498,69808
6173,516007,990,473,473,0,1463
6174,516008,1634,0,0,0,1634
6175,516009,4699,0,0,0,4699
6176,516010,6360,28131,0,28131,34491
6177,516011,22758,83325,119,83206,106083
6178,516012,1345,36,36,0,1381
6179,516013,6215,5412,0,5412,11627
6180,516014,6286,39348,261,39087,45634
6181,516015,4898,6704,275,6429,11602
6182,516016,937,1127,0,1127,2064
6183,516017,924,6446,0,6446,7370
6184,516018,644,1240,0,1240,1884
6185,516019,15663,11164,0,11164,26827
6186,516020,12121,498456,140,498316,510577
6187,516021,12937,15476,148,15328,28413
6188,516022,834,723,0,723,1557
6189,516023,10785,1085,414,671,11870
6190,516024,7229,412,0,412,7641
6191,516025,622,95,0,95,717
6192,516026,3952,439,439,0,4391
6193,516027,2678,37812,0,37812,40490
6194,516028,12313,1516,441,1075,13829
6195,516029,2607,0,0,0,2607
6196,516030,9840,40331,0,40331,50171
6197,516031,995,467,0,467,1462
6198,516032,4937,34275,0,34275,39212
6199,516033,6404,40149,0,40149,46553
6200,516034,17326,29816,239,29577,47142
6201,516035,3032,209532,223,209309,212564
6202,516036,7034,41161,0,41161,48195
6203,516037,7865,28399,0,28399,36264
6204,516038,26155,101732,1210,100522,127887
6205,516039,1512,459,55,404,1971
6206,516040,4660,16965,209,16756,21625
6207,516041,2416,22363,0,22363,24779
6208,516042,4610,13714,102,13612,18324
6209,516043,2198,15404,360,15044,17602
6210,516044,1599,495,495,0,2094
6211,516045,2816,24745,680,24065,27561
6212,516046,11246,35056,854,34202,46302
6213,516047,31574,95693,1761,93932,127267
6214,516048,4238,70,69,1,4308
6215,516049,5948,30074,59,30015,36022
6216,516050,5620,13056,171,12885,18676
6217,516051,3811,40755,0,40755,44566
6218,516052,16419,86186,689,85497,102605
6219,516053,14101,309954,0,309954,324055
6220,516054,1086,2313,0,2313,3399
6221,516055,4059,1236,99,1137,5295
6222,516056,8964,11366,0,11366,20330
6223,516057,16188,52771,267,52504,68959
6224,516058,17084,73112,723,72389,90196
6225,516059,10610,33574,222,33352,44184
6226,516060,11447,42504,0,42504,53951
6227,516061,9788,28436,1146,27290,38224
6228,516062,12024,44268,173,44095,56292
6229,516063,11987,29440,593,28847,41427
6230,516064,4219,797,539,258,5016
6231,516065,27402,25674,2015,23659,53076
6232,516066,2873,748,0,748,3621
6233,516067,3273,2696,0,2696,5969
6234,516068,8624,13365,184,13181,21989
6235,516069,16177,46996,820,46176,63173
6236,516070,2488,9749,14,9735,12237
6237,516071,3170,30298,0,30298,33468
6238,516072,1672,1352,0,1352,3024
6239,516073,9037,11794,92,11702,20831
6240,516074,3907,45640,86,45554,49547
6241,517001,15519,0,0,0,15519
6242,517002,3462,0,0,0,3462
6243,517003,117478,1835,1835,0,119313
6244,517004,5907,0,0,0,5907
6245,517005,13445,633,359,274,14078
6246,517006,5378,0,0,0,5378
6247,517007,25497,6827,126,6701,32324
6248,517008,11996,224,224,0,12220
6249,517009,11496,0,0,0,11496
6250,517010,54438,1853,378,1475,56291
6251,517011,23898,0,0,0,23898
6252,517012,6990,0,0,0,6990
6253,517013,2518,0,0,0,2518
6254,517014,8166,696,0,696,8862
6255,517015,5360,1079,181,898,6439
6256,517016,2345,0,0,0,2345
6257,518001,4963,6561,0,6561,11524
6258,518002,1758,4453,0,4453,6211
6259,518003,4486,792,0,792,5278
6260,518004,17022,0,0,0,17022
6261,518005,3501,496,0,496,3997
