"OBJECTID","POLY_ID","LF_TYPE","LF_SLOPE","LF_SEGMENT","PERCENT_","CROPPED","PROVINCE","SOIL_CODE","MODIFIER","PROFILE","LF_ID","LFS_ID","SOIL_ID"
243,379003,"R","B","M",6.000000,"M","MB","CIO","~~~~~","A","379003RB","RBM","MBCIO~~~~~A"
244,379003,"R","B","U",3.000000,"M","MB","WOG","~~~~~","A","379003RB","RBU","MBWOG~~~~~A"
245,379003,"R","B","M",3.000000,"M","MB","WOG","~~~~~","A","379003RB","RBM","MBWOG~~~~~A"
246,379003,"U","A","M",17.500000,"M","MB","PIY","~~~~~","A","379003UA","UAM","MBPIY~~~~~A"
247,379003,"U","A","U",14.000000,"L","MB","LSD","~~~~~","A","379003UA","UAU","MBLSD~~~~~A"
248,379003,"U","A","M",7.000000,"M","MB","CIO","~~~~~","A","379003UA","UAM","MBCIO~~~~~A"
249,379003,"U","A","D",10.500000,"L","MB","KRY","p~~~~","A","379003UA","UAD","MBKRYp~~~~A"
250,379003,"U","A","L",10.500000,"L","MB","MEB","~~~~~","A","379003UA","UAL","MBMEB~~~~~A"
251,379003,"U","A","M",7.000000,"M","MB","CRK","~~~~~","A","379003UA","UAM","MBCRK~~~~~A"
252,379003,"U","A","M",3.500000,"L","MB","LSD","~~~~~","A","379003UA","UAM","MBLSD~~~~~A"
253,379004,"L","A","M",5.000000,"L","MB","OOK","~~~~~","N","379004LA","LAM","MBOOK~~~~~N"
254,379004,"L","A","D",2.500000,"L","MB","KMK","~~~~~","N","379004LA","LAD","MBKMK~~~~~N"
255,379004,"L","A","M",6.300000,"L","MB","BYH","~~~~~","A","379004LA","LAM","MBBYH~~~~~A"
256,379004,"L","A","L",7.500000,"L","MB","KMK","~~~~~","N","379004LA","LAL","MBKMK~~~~~N"
257,379004,"L","A","L",3.799999,"L","MB","BYH","~~~~~","A","379004LA","LAL","MBBYH~~~~~A"
258,379004,"U","A","L",7.500000,"M","MB","CIO","~~~~~","A","379004UA","UAL","MBCIO~~~~~A"
259,379004,"U","A","M",18.799999,"M","MB","CIO","~~~~~","A","379004UA","UAM","MBCIO~~~~~A"
260,379004,"U","A","D",3.799999,"L","MB","BAM","~~~~~","A","379004UA","UAD","MBBAM~~~~~A"
261,379004,"U","A","D",7.500000,"H","MB","ELM","~~~~~","A","379004UA","UAD","MBELM~~~~~A"
262,379004,"U","A","L",3.799999,"H","MB","ELM","~~~~~","A","379004UA","UAL","MBELM~~~~~A"
263,379004,"U","A","M",18.799999,"L","MB","LSD","~~~~~","A","379004UA","UAM","MBLSD~~~~~A"
264,379004,"U","A","U",15.000000,"L","MB","WOG","~~~~~","A","379004UA","UAU","MBWOG~~~~~A"
265,380001,"L","A","D",1.000000,"L","MB","CAY","~~~~~","A","380001LA","LAD","MBCAY~~~~~A"
266,380001,"L","A","L",4.500000,"L","MB","CAY","~~~~~","A","380001LA","LAL","MBCAY~~~~~A"
267,380001,"L","A","M",4.500000,"L","MB","RTV","~~~~~","N","380001LA","LAM","MBRTV~~~~~N"
268,380001,"U","A","M",18.000000,"L","MB","SDI","~~~~~","A","380001UA","UAM","MBSDI~~~~~A"
269,380001,"U","A","U",18.000000,"L","MB","SDI","~~~~~","A","380001UA","UAU","MBSDI~~~~~A"
270,380001,"U","A","D",4.500000,"M","MB","CIO","~~~~~","A","380001UA","UAD","MBCIO~~~~~A"
271,380001,"U","A","L",13.500000,"M","MB","LSD","~~~~~","A","380001UA","UAL","MBLSD~~~~~A"
272,380001,"U","A","M",22.500000,"M","MB","WOG","~~~~~","A","380001UA","UAM","MBWOG~~~~~A"
273,380001,"U","A","M",4.500000,"H","MB","VSS","~~~~~","A","380001UA","UAM","MBVSS~~~~~A"
274,380001,"U","A","D",9.000000,"L","MB","KRY","p~~~~","A","380001UA","UAD","MBKRYp~~~~A"
275,380002,"L","A","M",3.299999,"L","MB","OKO","~~~~~","N","380002LA","LAM","MBOKO~~~~~N"
276,380002,"L","A","M",26.000000,"L","MB","GDT","~~~~~","N","380002LA","LAM","MBGDT~~~~~N"
277,380002,"L","A","L",9.800000,"L","MB","KMK","~~~~~","N","380002LA","LAL","MBKMK~~~~~N"
278,380002,"L","A","L",19.500000,"L","MB","BYH","~~~~~","A","380002LA","LAL","MBBYH~~~~~A"
279,380002,"L","A","D",6.500000,"L","MB","KMK","~~~~~","N","380002LA","LAD","MBKMK~~~~~N"
280,380002,"U","A","L",5.300000,"L","MB","MEB","p~~~~","A","380002UA","UAL","MBMEBp~~~~A"
281,380002,"U","A","M",12.300000,"L","MB","MNT","p~~~~","A","380002UA","UAM","MBMNTp~~~~A"
282,380002,"U","A","M",5.300000,"M","MB","LSD","~~~~~","A","380002UA","UAM","MBLSD~~~~~A"
283,380002,"U","A","U",7.000000,"M","MB","PIY","~~~~~","A","380002UA","UAU","MBPIY~~~~~A"
284,380002,"U","A","D",5.300000,"L","MB","MEB","p~~~~","A","380002UA","UAD","MBMEBp~~~~A"
285,380003,"L","A","M",9.000000,"L","MB","BYH","~~~~~","A","380003LA","LAM","MBBYH~~~~~A"
286,380003,"L","A","L",9.000000,"L","MB","KMK","~~~~~","N","380003LA","LAL","MBKMK~~~~~N"
287,380003,"L","A","D",2.000000,"L","MB","KMK","~~~~~","N","380003LA","LAD","MBKMK~~~~~N"
288,380003,"R","B","D",0.500000,"L","MB","KRY","p~~~~","A","380003RB","RBD","MBKRYp~~~~A"
289,380003,"R","B","L",1.500000,"L","MB","CIO","~~~~~","A","380003RB","RBL","MBCIO~~~~~A"
290,380003,"R","B","U",2.000000,"L","MB","WOG","~~~~~","A","380003RB","RBU","MBWOG~~~~~A"
291,380003,"R","B","M",6.000000,"L","MB","WOG","~~~~~","A","380003RB","RBM","MBWOG~~~~~A"
292,380003,"U","A","D",10.500000,"L","MB","KRY","p~~~~","A","380003UA","UAD","MBKRYp~~~~A"
293,380003,"U","A","U",14.000000,"L","MB","SDI","~~~~~","A","380003UA","UAU","MBSDI~~~~~A"
294,380003,"U","A","M",17.500000,"L","MB","LSD","~~~~~","A","380003UA","UAM","MBLSD~~~~~A"
295,380003,"U","A","M",7.000000,"M","MB","PIY","~~~~~","A","380003UA","UAM","MBPIY~~~~~A"
296,380003,"U","A","M",10.500000,"M","MB","CIO","~~~~~","A","380003UA","UAM","MBCIO~~~~~A"
297,380003,"U","A","L",10.500000,"L","MB","CRK","~~~~~","A","380003UA","UAL","MBCRK~~~~~A"
298,380004,"L","A","D",5.000000,"L","MB","OKO","~~~~~","N","380004LA","LAD","MBOKO~~~~~N"
299,380004,"L","A","M",10.000000,"H","MB","MTG","~~~~~","A","380004LA","LAM","MBMTG~~~~~A"
300,380004,"L","A","L",5.000000,"M","MB","BAM","pd~~~","A","380004LA","LAL","MBBAMpd~~~A"
301,380004,"L","A","L",5.000000,"M","MB","PGE","pd~~~","A","380004LA","LAL","MBPGEpd~~~A"
302,380004,"L","A","M",7.500000,"M","MB","PGE","pd~~~","A","380004LA","LAM","MBPGEpd~~~A"
303,380004,"L","A","M",5.000000,"H","MB","WMP","~~~~~","A","380004LA","LAM","MBWMP~~~~~A"
304,380004,"L","A","L",12.500000,"L","MB","OKO","~~~~~","N","380004LA","LAL","MBOKO~~~~~N"
305,380004,"R","A","M",2.299999,"M","MB","WOG","~~~~~","A","380004RA","RAM","MBWOG~~~~~A"
306,380004,"R","A","U",3.000000,"M","MB","WOG","~~~~~","A","380004RA","RAU","MBWOG~~~~~A"
307,380004,"R","A","M",6.000000,"M","MB","LSD","~~~~~","A","380004RA","RAM","MBLSD~~~~~A"
308,380004,"R","A","L",3.000000,"L","MB","MNT","p~~~~","A","380004RA","RAL","MBMNTp~~~~A"
309,380004,"R","A","D",0.800000,"L","MB","MNT","p~~~~","A","380004RA","RAD","MBMNTp~~~~A"
310,380004,"U","A","D",5.300000,"L","MB","MEB","~~~~~","A","380004UA","UAD","MBMEB~~~~~A"
311,380004,"U","A","M",7.000000,"M","MB","PIY","~~~~~","A","380004UA","UAM","MBPIY~~~~~A"
312,380004,"U","A","U",7.000000,"M","MB","PIY","~~~~~","A","380004UA","UAU","MBPIY~~~~~A"
313,380004,"U","A","L",5.300000,"M","MB","CRK","~~~~~","A","380004UA","UAL","MBCRK~~~~~A"
314,380004,"U","A","M",10.500000,"M","MB","CRK","~~~~~","A","380004UA","UAM","MBCRK~~~~~A"
315,380005,"L","A","M",14.000000,"M","MB","BAM","pd~~~","A","380005LA","LAM","MBBAMpd~~~A"
316,380005,"L","A","L",7.000000,"M","MB","FYL","pd~~~","A","380005LA","LAL","MBFYLpd~~~A"
317,380005,"L","A","M",7.000000,"H","MB","FOY","d~~~~","A","380005LA","LAM","MBFOYd~~~~A"
318,380005,"L","A","D",7.000000,"L","MB","CAY","~~~~~","A","380005LA","LAD","MBCAY~~~~~A"
319,380005,"L","A","L",10.500000,"L","MB","MNT","p~~~~","A","380005LA","LAL","MBMNTp~~~~A"
320,380005,"L","A","L",14.000000,"M","MB","MNT","pd~~~","N","380005LA","LAL","MBMNTpd~~~N"
321,380005,"L","A","M",10.500000,"H","MB","PGU","~~~~~","A","380005LA","LAM","MBPGU~~~~~A"
322,380005,"U","A","U",3.000000,"L","MB","WOG","~~~~~","A","380005UA","UAU","MBWOG~~~~~A"
323,380005,"U","A","U",3.000000,"L","MB","SDI","~~~~~","A","380005UA","UAU","MBSDI~~~~~A"
324,380005,"U","A","D",4.500000,"L","MB","MNT","p~~~~","A","380005UA","UAD","MBMNTp~~~~A"
325,380005,"U","A","M",7.500000,"M","MB","LSD","~~~~~","A","380005UA","UAM","MBLSD~~~~~A"
326,380005,"U","A","L",4.500000,"M","MB","CRK","~~~~~","A","380005UA","UAL","MBCRK~~~~~A"
327,380005,"U","A","M",7.500000,"M","MB","PIY","~~~~~","A","380005UA","UAM","MBPIY~~~~~A"
328,380006,"L","A","M",5.000000,"M","MB","FOY","pd~~~","A","380006LA","LAM","MBFOYpd~~~A"
329,380006,"L","A","D",5.000000,"L","MB","STD","~~~~~","A","380006LA","LAD","MBSTD~~~~~A"
330,380006,"L","A","D",5.000000,"L","MB","BYH","~~~~~","A","380006LA","LAD","MBBYH~~~~~A"
331,380006,"L","A","L",30.000000,"L","MB","BYH","~~~~~","A","380006LA","LAL","MBBYH~~~~~A"
332,380006,"L","A","L",15.000000,"L","MB","WKW","~~~~~","N","380006LA","LAL","MBWKW~~~~~N"
333,380006,"L","A","M",15.000000,"L","MB","OKO","~~~~~","N","380006LA","LAM","MBOKO~~~~~N"
334,380006,"L","A","M",5.000000,"L","MB","MNT","~~~~~","A","380006LA","LAM","MBMNT~~~~~A"
335,380006,"L","A","M",10.000000,"L","MB","SMY","~~~~~","N","380006LA","LAM","MBSMY~~~~~N"
336,380006,"L","A","M",10.000000,"L","MB","RTV","~~~~~","N","380006LA","LAM","MBRTV~~~~~N"
337,381002,"H","D","U",35.000000,"L","ON","ZAR","~~~~~","A","381002HD","HDU","ONZAR~~~~~A"
338,381002,"H","D","M",30.000000,"M","ON","EMO","~~~~~","A","381002HD","HDM","ONEMO~~~~~A"
339,381002,"H","D","D",10.000000,"L","ON","INK","~~~~~","N","381002HD","HDD","ONINK~~~~~N"
340,381002,"H","D","L",25.000000,"M","ON","CZR","~~~~~","A","381002HD","HDL","ONCZR~~~~~A"
341,383003,"U","B","U",25.000000,"L","ON","NOU","~~~~~","A","383003UB","UBU","ONNOU~~~~~A"
342,383003,"U","B","M",20.000000,"M","ON","OKD","~~~~~","A","383003UB","UBM","ONOKD~~~~~A"
343,383003,"U","B","D",10.000000,"L","ON","ZOR","~~~~~","A","383003UB","UBD","ONZOR~~~~~A"
344,383003,"U","B","L",10.000000,"M","ON","JVS","~~~~~","A","383003UB","UBL","ONJVS~~~~~A"
345,383003,"U","B","L",10.000000,"M","ON","OKD","~~~~~","A","383003UB","UBL","ONOKD~~~~~A"
346,383003,"U","B","M",25.000000,"M","ON","JVS","~~~~~","A","383003UB","UBM","ONJVS~~~~~A"
347,383005,"H","C","U",30.000000,"L","ON","ZRL","~~~~~","N","383005HC","HCU","ONZRL~~~~~N"
348,383005,"H","C","M",25.000000,"L","ON","NOU","~~~~~","A","383005HC","HCM","ONNOU~~~~~A"
349,383005,"H","C","L",10.000000,"H","ON","NOU","~~~~~","A","383005HC","HCL","ONNOU~~~~~A"
350,383005,"H","C","L",15.000000,"H","ON","JVS","~~~~~","A","383005HC","HCL","ONJVS~~~~~A"
351,383005,"H","C","M",10.000000,"L","ON","ZRL","~~~~~","N","383005HC","HCM","ONZRL~~~~~N"
352,383005,"H","C","D",10.000000,"H","ON","JVS","~~~~~","A","383005HC","HCD","ONJVS~~~~~A"
353,401021,"I","B","M",41.599998,"M","ON","CNE","~~~~~","A","401021IB","IBM","ONCNE~~~~~A"
354,401021,"I","B","U",14.399999,"M","ON","CNE","~~~~~","A","401021IB","IBU","ONCNE~~~~~A"
355,401021,"I","B","L",1.600000,"M","ON","CNE","~~~~~","A","401021IB","IBL","ONCNE~~~~~A"
356,401021,"I","B","M",6.400000,"M","ON","ELC","~~~~~","A","401021IB","IBM","ONELC~~~~~A"
357,401021,"I","B","U",1.600000,"M","ON","ELC","~~~~~","A","401021IB","IBU","ONELC~~~~~A"
358,401021,"I","B","L",14.399999,"L","ON","ZOR","~~~~~","A","401021IB","IBL","ONZOR~~~~~A"
359,401021,"U","A","L",3.000000,"H","QC","TNH","90000","N","401021UA","UAL","QCTNH90000N"
360,401021,"U","A","D",3.000000,"H","QC","TNH","90000","N","401021UA","UAD","QCTNH90000N"
361,401021,"U","A","M",10.000000,"H","QC","PML","60000","A","401021UA","UAM","QCPML60000A"
362,401021,"U","A","U",4.000000,"H","QC","PML","60000","A","401021UA","UAU","QCPML60000A"
363,401023,"U","A","M",50.000000,"H","QC","PML","60000","A","401023UA","UAM","QCPML60000A"
364,401023,"U","A","D",15.000000,"L","QC","TNM","80000","N","401023UA","UAD","QCTNM80000N"
365,401023,"U","A","L",15.000000,"H","QC","ROQ","60000","A","401023UA","UAL","QCROQ60000A"
366,401023,"U","A","U",20.000000,"H","QC","PML","60000","A","401023UA","UAU","QCPML60000A"
367,401026,"U","B","U",25.000000,"M","ON","CGG","~~~~~","A","401026UB","UBU","ONCGG~~~~~A"
368,401026,"U","B","D",10.000000,"L","ON","SUS","~~~~~","N","401026UB","UBD","ONSUS~~~~~N"
369,401026,"U","B","L",20.000000,"L","ON","TUS","~~~~~","N","401026UB","UBL","ONTUS~~~~~N"
370,401026,"U","B","M",45.000000,"M","ON","CGG","~~~~~","A","401026UB","UBM","ONCGG~~~~~A"
371,401029,"R","B","U",14.000000,"M","QC","SNG","23000","N","401029RB","RBU","QCSNG23000N"
372,401029,"R","B","D",3.500000,"L","QC","SNG","23000","N","401029RB","RBD","QCSNG23000N"
373,401029,"R","B","L",10.500000,"M","QC","SNG","23000","N","401029RB","RBL","QCSNG23000N"
374,401029,"R","B","M",42.000000,"M","QC","SNG","23000","N","401029RB","RBM","QCSNG23000N"
375,401029,"R","C","L",4.500000,"L","QC","ARR","20000","N","401029RC","RCL","QCARR20000N"
376,401029,"R","C","D",1.500000,"L","QC","ARR","20000","N","401029RC","RCD","QCARR20000N"
377,401029,"R","C","M",19.500000,"L","QC","ARR","20000","N","401029RC","RCM","QCARR20000N"
378,401029,"R","C","U",4.500000,"L","QC","ARR","20000","N","401029RC","RCU","QCARR20000N"
379,401035,"L","A","D",10.000000,"L","QC","TNM","80000","N","401035LA","LAD","QCTNM80000N"
380,401035,"L","A","L",45.000000,"M","QC","LAS","60000","A","401035LA","LAL","QCLAS60000A"
381,401035,"L","A","M",45.000000,"H","QC","LAS","60000","A","401035LA","LAM","QCLAS60000A"
382,401046,"L","A","M",31.500000,"L","QC","TNM","80000","N","401046LA","LAM","QCTNM80000N"
383,401046,"L","A","D",7.000000,"L","QC","TNM","80000","N","401046LA","LAD","QCTNM80000N"
384,401046,"L","A","L",31.500000,"L","QC","TNM","80000","N","401046LA","LAL","QCTNM80000N"
385,401046,"L","A","L",13.500000,"H","QC","VIL","60000","N","401046LA","LAL","QCVIL60000N"
386,401046,"L","A","D",3.000000,"L","QC","VIL","60000","N","401046LA","LAD","QCVIL60000N"
387,401046,"L","A","M",13.500000,"L","QC","VIL","60000","N","401046LA","LAM","QCVIL60000N"
388,401047,"L","A","M",30.000000,"L","QC","VIL","60000","N","401047LA","LAM","QCVIL60000N"
389,401047,"L","A","L",25.000000,"H","QC","VIL","60000","N","401047LA","LAL","QCVIL60000N"
390,401047,"L","A","D",10.000000,"L","QC","TNM","80000","N","401047LA","LAD","QCTNM80000N"
391,401047,"L","A","L",20.000000,"L","QC","LAS","60000","A","401047LA","LAL","QCLAS60000A"
392,401047,"L","A","M",15.000000,"L","QC","LAS","60000","A","401047LA","LAM","QCLAS60000A"
393,401050,"L","A","M",15.000000,"L","QC","TNM","80000","N","401050LA","LAM","QCTNM80000N"
394,401050,"L","A","D",10.000000,"L","QC","TNM","80000","N","401050LA","LAD","QCTNM80000N"
395,401050,"L","A","L",45.000000,"L","QC","TNM","80000","N","401050LA","LAL","QCTNM80000N"
396,401050,"L","A","M",30.000000,"H","QC","ROQ","60000","A","401050LA","LAM","QCROQ60000A"
397,401051,"L","A","M",25.000000,"H","QC","LAS","60000","A","401051LA","LAM","QCLAS60000A"
398,401051,"L","A","M",20.000000,"L","QC","VIL","60000","N","401051LA","LAM","QCVIL60000N"
399,401051,"L","A","D",10.000000,"L","QC","TNM","80000","N","401051LA","LAD","QCTNM80000N"
400,401051,"L","A","L",20.000000,"L","QC","VIL","60000","N","401051LA","LAL","QCVIL60000N"
401,401051,"L","A","L",25.000000,"L","QC","LAS","60000","A","401051LA","LAL","QCLAS60000A"
402,401055,"L","A","M",30.000000,"H","QC","ROQ","60000","A","401055LA","LAM","QCROQ60000A"
403,401055,"L","A","D",10.000000,"L","QC","TNM","80000","N","401055LA","LAD","QCTNM80000N"
404,401055,"L","A","L",45.000000,"L","QC","TNM","80000","N","401055LA","LAL","QCTNM80000N"
405,401055,"L","A","M",15.000000,"L","QC","TNM","80000","N","401055LA","LAM","QCTNM80000N"
406,401059,"L","A","M",45.000000,"H","QC","VIL","60000","N","401059LA","LAM","QCVIL60000N"
407,401059,"L","A","D",10.000000,"L","QC","VIL","60000","N","401059LA","LAD","QCVIL60000N"
408,401059,"L","A","L",45.000000,"L","QC","VIL","60000","N","401059LA","LAL","QCVIL60000N"
409,401063,"L","A","L",45.000000,"L","QC","TNM","80000","N","401063LA","LAL","QCTNM80000N"
410,401063,"L","A","M",15.000000,"L","QC","TNM","80000","N","401063LA","LAM","QCTNM80000N"
411,401063,"L","A","M",30.000000,"H","QC","LAS","60000","A","401063LA","LAM","QCLAS60000A"
412,401063,"L","A","D",10.000000,"L","QC","TNM","80000","N","401063LA","LAD","QCTNM80000N"
413,401064,"L","A","M",30.000000,"H","QC","ROQ","60000","A","401064LA","LAM","QCROQ60000A"
414,401064,"L","A","D",10.000000,"L","QC","TNM","80000","N","401064LA","LAD","QCTNM80000N"
415,401064,"L","A","M",15.000000,"L","QC","TNM","80000","N","401064LA","LAM","QCTNM80000N"
416,401064,"L","A","L",45.000000,"L","QC","TNM","80000","N","401064LA","LAL","QCTNM80000N"
417,401066,"U","A","U",10.000000,"M","ON","FOD","~~~~~","A","401066UA","UAU","ONFOD~~~~~A"
418,401066,"U","A","U",10.000000,"M","ON","AUY","~~~~~","A","401066UA","UAU","ONAUY~~~~~A"
419,401066,"U","A","D",15.000000,"L","ON","ZOR","~~~~~","A","401066UA","UAD","ONZOR~~~~~A"
420,401066,"U","A","M",25.000000,"M","ON","AUY","~~~~~","A","401066UA","UAM","ONAUY~~~~~A"
421,401066,"U","A","L",15.000000,"M","ON","AUY","~~~~~","A","401066UA","UAL","ONAUY~~~~~A"
422,401066,"U","A","M",25.000000,"M","ON","FOD","~~~~~","A","401066UA","UAM","ONFOD~~~~~A"
423,401067,"L","A","L",45.000000,"L","QC","TNM","80000","N","401067LA","LAL","QCTNM80000N"
424,401067,"L","A","M",15.000000,"L","QC","TNM","80000","N","401067LA","LAM","QCTNM80000N"
425,401067,"L","A","M",30.000000,"H","QC","PML","60000","A","401067LA","LAM","QCPML60000A"
426,401067,"L","A","D",10.000000,"L","QC","TNM","80000","N","401067LA","LAD","QCTNM80000N"
427,401069,"L","A","M",10.500000,"H","QC","VIL","60000","N","401069LA","LAM","QCVIL60000N"
428,401069,"L","A","M",23.299999,"L","QC","TNM","80000","N","401069LA","LAM","QCTNM80000N"
429,401069,"L","A","L",33.799999,"L","QC","TNM","80000","N","401069LA","LAL","QCTNM80000N"
430,401069,"L","A","D",7.500000,"M","QC","TNM","80000","N","401069LA","LAD","QCTNM80000N"
431,401069,"M","C","U",5.000000,"L","QC","ARR","20000","N","401069MC","MCU","QCARR20000N"
432,401069,"M","C","M",13.800000,"L","QC","ARR","20000","N","401069MC","MCM","QCARR20000N"
433,401069,"M","C","L",5.000000,"L","QC","ARR","20000","N","401069MC","MCL","QCARR20000N"
434,401069,"M","C","D",1.299999,"L","QC","ARR","20000","N","401069MC","MCD","QCARR20000N"
435,401070,"U","A","U",20.000000,"H","QC","PML","60000","A","401070UA","UAU","QCPML60000A"
436,401070,"U","A","M",40.000000,"L","QC","TNM","80000","N","401070UA","UAM","QCTNM80000N"
437,401070,"U","A","L",15.000000,"L","QC","TNM","80000","N","401070UA","UAL","QCTNM80000N"
438,401070,"U","A","M",10.000000,"H","QC","PML","60000","A","401070UA","UAM","QCPML60000A"
439,401070,"U","A","D",15.000000,"H","QC","TNM","80000","N","401070UA","UAD","QCTNM80000N"
440,401071,"L","A","M",30.000000,"H","QC","ROQ","60000","A","401071LA","LAM","QCROQ60000A"
441,401071,"L","A","L",30.000000,"L","QC","ROQ","60000","A","401071LA","LAL","QCROQ60000A"
442,401071,"L","A","M",15.000000,"H","QC","CLE","60000","A","401071LA","LAM","QCCLE60000A"
443,401071,"L","A","L",15.000000,"L","QC","CLE","60000","A","401071LA","LAL","QCCLE60000A"
444,401071,"L","A","D",10.000000,"L","QC","TNM","80000","N","401071LA","LAD","QCTNM80000N"
445,401073,"U","A","M",50.000000,"L","QC","FGY","30000","A","401073UA","UAM","QCFGY30000A"
446,401073,"U","A","U",20.000000,"H","QC","FGY","30000","A","401073UA","UAU","QCFGY30000A"
447,401073,"U","A","L",15.000000,"L","QC","TNM","80000","N","401073UA","UAL","QCTNM80000N"
448,401073,"U","A","D",15.000000,"L","QC","TNM","80000","N","401073UA","UAD","QCTNM80000N"
449,401075,"L","A","L",31.500000,"L","QC","VIL","60000","N","401075LA","LAL","QCVIL60000N"
450,401075,"L","A","D",7.000000,"H","QC","VIL","60000","N","401075LA","LAD","QCVIL60000N"
451,401075,"L","A","M",31.500000,"L","QC","VIL","60000","N","401075LA","LAM","QCVIL60000N"
452,401075,"M","C","M",16.500000,"L","QC","ARR","30000","N","401075MC","MCM","QCARR30000N"
453,401075,"M","C","D",1.500000,"L","QC","ARR","30000","N","401075MC","MCD","QCARR30000N"
454,401075,"M","C","U",6.000000,"L","QC","ARR","30000","N","401075MC","MCU","QCARR30000N"
455,401075,"M","C","L",6.000000,"L","QC","ARR","30000","N","401075MC","MCL","QCARR30000N"
456,401076,"U","A","D",5.000000,"L","QC","PML","60000","A","401076UA","UAD","QCPML60000A"
457,401076,"U","A","U",20.000000,"H","QC","VIL","60000","N","401076UA","UAU","QCVIL60000N"
458,401076,"U","A","M",5.000000,"H","QC","VIL","60000","N","401076UA","UAM","QCVIL60000N"
459,401076,"U","A","D",10.000000,"H","QC","TNM","80000","N","401076UA","UAD","QCTNM80000N"
460,401076,"U","A","M",45.000000,"M","QC","PML","60000","A","401076UA","UAM","QCPML60000A"
461,401076,"U","A","L",15.000000,"L","QC","PML","60000","A","401076UA","UAL","QCPML60000A"
462,401077,"U","A","D",15.000000,"L","QC","LAO","30000","A","401077UA","UAD","QCLAO30000A"
463,401077,"U","A","L",15.000000,"L","QC","LAO","30000","A","401077UA","UAL","QCLAO30000A"
464,401077,"U","A","M",50.000000,"L","QC","FGY","30000","A","401077UA","UAM","QCFGY30000A"
465,401077,"U","A","U",20.000000,"H","QC","FGY","30000","A","401077UA","UAU","QCFGY30000A"
466,401078,"U","A","D",15.000000,"L","QC","LAO","30000","A","401078UA","UAD","QCLAO30000A"
467,401078,"U","A","M",50.000000,"L","QC","FGY","30000","A","401078UA","UAM","QCFGY30000A"
468,401078,"U","A","L",15.000000,"M","QC","LAO","30000","A","401078UA","UAL","QCLAO30000A"
469,401078,"U","A","U",20.000000,"H","QC","FGY","30000","A","401078UA","UAU","QCFGY30000A"
470,401081,"L","A","M",7.500000,"H","QC","VIL","60000","N","401081LA","LAM","QCVIL60000N"
471,401081,"L","A","M",26.299999,"L","QC","TNM","80000","N","401081LA","LAM","QCTNM80000N"
472,401081,"L","A","D",7.500000,"L","QC","TNM","80000","N","401081LA","LAD","QCTNM80000N"
473,401081,"L","A","L",33.799999,"L","QC","TNM","80000","N","401081LA","LAL","QCTNM80000N"
474,401081,"M","C","U",5.000000,"L","QC","ARR","20000","N","401081MC","MCU","QCARR20000N"
475,401081,"M","C","L",5.000000,"L","QC","ARR","20000","N","401081MC","MCL","QCARR20000N"
476,401081,"M","C","D",1.299999,"L","QC","ARR","20000","N","401081MC","MCD","QCARR20000N"
477,401081,"M","C","M",13.800000,"L","QC","ARR","20000","N","401081MC","MCM","QCARR20000N"
478,401083,"U","A","M",10.000000,"H","QC","PML","60000","A","401083UA","UAM","QCPML60000A"
479,401083,"U","A","U",20.000000,"H","QC","PML","60000","A","401083UA","UAU","QCPML60000A"
480,401083,"U","A","D",15.000000,"L","QC","TNM","80000","N","401083UA","UAD","QCTNM80000N"
481,401083,"U","A","M",40.000000,"L","QC","TNM","80000","N","401083UA","UAM","QCTNM80000N"
482,401083,"U","A","L",15.000000,"L","QC","TNM","80000","N","401083UA","UAL","QCTNM80000N"
483,401086,"U","A","L",15.000000,"L","QC","TNM","80000","N","401086UA","UAL","QCTNM80000N"
484,401086,"U","A","D",15.000000,"L","QC","TNM","80000","N","401086UA","UAD","QCTNM80000N"
485,401086,"U","A","U",20.000000,"H","QC","PML","60000","A","401086UA","UAU","QCPML60000A"
486,401086,"U","A","M",10.000000,"H","QC","PML","60000","A","401086UA","UAM","QCPML60000A"
487,401086,"U","A","M",40.000000,"L","QC","TNM","80000","N","401086UA","UAM","QCTNM80000N"
488,401087,"L","A","D",6.500000,"L","QC","TNM","80000","N","401087LA","LAD","QCTNM80000N"
489,401087,"L","A","M",29.299999,"H","QC","VIL","60000","N","401087LA","LAM","QCVIL60000N"
490,401087,"L","A","L",29.299999,"L","QC","VIL","60000","N","401087LA","LAL","QCVIL60000N"
491,401087,"U","A","D",5.300000,"L","QC","PML","60000","A","401087UA","UAD","QCPML60000A"
492,401087,"U","A","U",7.000000,"M","QC","PML","60000","A","401087UA","UAU","QCPML60000A"
